geth-1.15  | 2025-06-03T07:48:53.257826637Z ERROR[06-03|07:48:53.257] Head block is not reachable
funder-1   | 2025-06-03T07:48:53.090801060Z Error: error sending request for url (http://eth-node:8545/)
bundler-1         | 2025-06-03T07:50:31.638005405Z {"level":"DEBUG","time":1748937031637,"pid":1,"hostname":"5193f7b95676","status":"invalid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:50:31.638011988Z {"level":"ERROR","time":1748937031637,"pid":1,"hostname":"5193f7b95676","error":"paymaster uses banned opcode: GASPRICE","msg":"<--- Error handling method requestId(900)"}
bundler-1         | 2025-06-03T07:50:31.641160186Z {"level":"DEBUG","time":1748937031641,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(901)"}
bundler-1         | 2025-06-03T07:50:31.641486707Z {"level":"DEBUG","time":1748937031641,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(901)"}
bundler-1         | 2025-06-03T07:50:31.802397355Z {"level":"DEBUG","time":1748937031802,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(902)"}
bundler-1         | 2025-06-03T07:50:31.804110622Z {"level":"DEBUG","time":1748937031802,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:50:31.804121652Z {"level":"DEBUG","time":1748937031803,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:50:31.804127162Z {"level":"DEBUG","time":1748937031803,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:50:31.804131029Z {"level":"DEBUG","time":1748937031803,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:50:31.833981896Z {"level":"DEBUG","time":1748937031833,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:50:31.837505262Z {"level":"ERROR","time":1748937031837,"pid":1,"hostname":"5193f7b95676","violation":{"rule":"OP-011","depth":1,"entity":"paymaster","address":"0x4337084d9e255ff0702461cf8895ce9e3b5ff108","delegatecallStorageAddress":"0x0028ac4553916662cf526a0169d887f5b3360165","opcode":"SELFBALANCE","callFrameType":"CALL","value":"0","errorCode":-32502,"description":"unstaked paymaster uses banned opcode: SELFBALANCE"},"msg":"ERC7562Parser(violationDetected)"}
bundler-1         | 2025-06-03T07:50:31.837519970Z {"level":"DEBUG","time":1748937031837,"pid":1,"hostname":"5193f7b95676","status":"invalid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:50:31.837523687Z {"level":"ERROR","time":1748937031837,"pid":1,"hostname":"5193f7b95676","error":"unstaked paymaster uses banned opcode: SELFBALANCE","msg":"<--- Error handling method requestId(902)"}
bundler-1         | 2025-06-03T07:50:31.840491881Z {"level":"DEBUG","time":1748937031840,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(903)"}
bundler-1         | 2025-06-03T07:50:31.840805260Z {"level":"DEBUG","time":1748937031840,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(903)"}
bundler-1         | 2025-06-03T07:50:32.002479138Z {"level":"DEBUG","time":1748937032002,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(904)"}
bundler-1         | 2025-06-03T07:50:32.004249644Z {"level":"DEBUG","time":1748937032002,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:50:32.004260284Z {"level":"DEBUG","time":1748937032003,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:50:32.004263901Z {"level":"DEBUG","time":1748937032003,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:50:32.004266395Z {"level":"DEBUG","time":1748937032003,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:50:32.036591282Z {"level":"DEBUG","time":1748937032036,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:50:32.042598561Z {"level":"ERROR","time":1748937032042,"pid":1,"hostname":"5193f7b95676","violation":{"rule":"OP-011","depth":2,"entity":"paymaster","address":"0xd93e3759a2b462a2665650b6b0a054a0cc107475","delegatecallStorageAddress":"0xab0dbc0287cbeb56d36b58c0bf955774120774b0","opcode":"SELFBALANCE","callFrameType":"CALL","value":"0","errorCode":-32502,"description":"unstaked paymaster uses banned opcode: SELFBALANCE"},"msg":"ERC7562Parser(violationDetected)"}
bundler-1         | 2025-06-03T07:50:32.042615963Z {"level":"DEBUG","time":1748937032042,"pid":1,"hostname":"5193f7b95676","status":"invalid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:50:32.042622896Z {"level":"ERROR","time":1748937032042,"pid":1,"hostname":"5193f7b95676","error":"unstaked paymaster uses banned opcode: SELFBALANCE","msg":"<--- Error handling method requestId(904)"}
bundler-1         | 2025-06-03T07:50:32.045683704Z {"level":"DEBUG","time":1748937032045,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(905)"}
bundler-1         | 2025-06-03T07:50:32.045992873Z {"level":"DEBUG","time":1748937032045,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(905)"}
bundler-1         | 2025-06-03T07:50:32.209793032Z {"level":"DEBUG","time":1748937032209,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(906)"}
bundler-1         | 2025-06-03T07:50:32.211624579Z {"level":"DEBUG","time":1748937032209,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:50:32.211636711Z {"level":"DEBUG","time":1748937032210,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:50:32.211640759Z {"level":"DEBUG","time":1748937032210,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:50:32.211644185Z {"level":"DEBUG","time":1748937032210,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:50:32.244365156Z {"level":"DEBUG","time":1748937032244,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:50:32.250288990Z {"level":"ERROR","time":1748937032249,"pid":1,"hostname":"5193f7b95676","violation":{"rule":"OP-011","depth":2,"entity":"paymaster","address":"0x19afea1b84f1b6051bb876def6883e8c60cfacce","delegatecallStorageAddress":"0x19afea1b84f1b6051bb876def6883e8c60cfacce","opcode":"SELFBALANCE","callFrameType":"DELEGATECALL","value":"0","errorCode":-32502,"description":"unstaked paymaster uses banned opcode: SELFBALANCE"},"msg":"ERC7562Parser(violationDetected)"}
bundler-1         | 2025-06-03T07:50:32.250304178Z {"level":"DEBUG","time":1748937032249,"pid":1,"hostname":"5193f7b95676","status":"invalid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:50:32.250307916Z {"level":"ERROR","time":1748937032249,"pid":1,"hostname":"5193f7b95676","error":"unstaked paymaster uses banned opcode: SELFBALANCE","msg":"<--- Error handling method requestId(906)"}
bundler-1         | 2025-06-03T07:50:32.253416922Z {"level":"DEBUG","time":1748937032253,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(907)"}
bundler-1         | 2025-06-03T07:50:32.253733847Z {"level":"DEBUG","time":1748937032253,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(907)"}
bundler-1         | 2025-06-03T07:50:32.442291878Z {"level":"DEBUG","time":1748937032442,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(908)"}
bundler-1         | 2025-06-03T07:50:32.444030272Z {"level":"DEBUG","time":1748937032442,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:50:32.444039709Z {"level":"DEBUG","time":1748937032442,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:50:32.444043025Z {"level":"DEBUG","time":1748937032442,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:50:32.444045530Z {"level":"DEBUG","time":1748937032442,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:50:32.474624575Z {"level":"DEBUG","time":1748937032474,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:50:32.478189283Z {"level":"ERROR","time":1748937032477,"pid":1,"hostname":"5193f7b95676","violation":{"rule":"OP-011","depth":1,"entity":"paymaster","address":"0x4337084d9e255ff0702461cf8895ce9e3b5ff108","delegatecallStorageAddress":"0x7af9a68d610216b981a4a89b907d673e8d5292f6","opcode":"BALANCE","callFrameType":"CALL","value":"0","errorCode":-32502,"description":"unstaked paymaster uses banned opcode: BALANCE"},"msg":"ERC7562Parser(violationDetected)"}
bundler-1         | 2025-06-03T07:50:32.478206566Z {"level":"DEBUG","time":1748937032477,"pid":1,"hostname":"5193f7b95676","status":"invalid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:50:32.478212948Z {"level":"ERROR","time":1748937032477,"pid":1,"hostname":"5193f7b95676","error":"unstaked paymaster uses banned opcode: BALANCE","msg":"<--- Error handling method requestId(908)"}
bundler-1         | 2025-06-03T07:50:32.481164886Z {"level":"DEBUG","time":1748937032481,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(909)"}
bundler-1         | 2025-06-03T07:50:32.481455651Z {"level":"DEBUG","time":1748937032481,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(909)"}
bundler-1         | 2025-06-03T07:50:32.641383764Z {"level":"DEBUG","time":1748937032641,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(910)"}
bundler-1         | 2025-06-03T07:50:32.643177491Z {"level":"DEBUG","time":1748937032641,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:50:32.643188191Z {"level":"DEBUG","time":1748937032642,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:50:32.643193400Z {"level":"DEBUG","time":1748937032642,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:50:32.643197478Z {"level":"DEBUG","time":1748937032642,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:50:32.674632831Z {"level":"DEBUG","time":1748937032674,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:50:32.680535205Z {"level":"ERROR","time":1748937032680,"pid":1,"hostname":"5193f7b95676","violation":{"rule":"OP-011","depth":2,"entity":"paymaster","address":"0x47dbb7ada9e2388f1bdd122b973786f83543a822","delegatecallStorageAddress":"0xdcaed621d88c0fe5fcabc3e866c2819bc1e7c655","opcode":"BALANCE","callFrameType":"CALL","value":"0","errorCode":-32502,"description":"unstaked paymaster uses banned opcode: BALANCE"},"msg":"ERC7562Parser(violationDetected)"}
bundler-1         | 2025-06-03T07:50:32.680550553Z {"level":"DEBUG","time":1748937032680,"pid":1,"hostname":"5193f7b95676","status":"invalid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:50:32.680554971Z {"level":"ERROR","time":1748937032680,"pid":1,"hostname":"5193f7b95676","error":"unstaked paymaster uses banned opcode: BALANCE","msg":"<--- Error handling method requestId(910)"}
bundler-1         | 2025-06-03T07:50:32.683574972Z {"level":"DEBUG","time":1748937032683,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(911)"}
bundler-1         | 2025-06-03T07:50:32.683887058Z {"level":"DEBUG","time":1748937032683,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(911)"}
bundler-1         | 2025-06-03T07:50:32.844617014Z {"level":"DEBUG","time":1748937032844,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(912)"}
bundler-1         | 2025-06-03T07:50:32.846379643Z {"level":"DEBUG","time":1748937032844,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:50:32.846389842Z {"level":"DEBUG","time":1748937032845,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:50:32.846393238Z {"level":"DEBUG","time":1748937032845,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:50:32.846395803Z {"level":"DEBUG","time":1748937032845,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:50:32.879096938Z {"level":"DEBUG","time":1748937032878,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:50:32.885017594Z {"level":"ERROR","time":1748937032884,"pid":1,"hostname":"5193f7b95676","violation":{"rule":"OP-011","depth":2,"entity":"paymaster","address":"0x950e7631d56bea4ba1ff995c58b9dc7df5466be6","delegatecallStorageAddress":"0x950e7631d56bea4ba1ff995c58b9dc7df5466be6","opcode":"BALANCE","callFrameType":"DELEGATECALL","value":"0","errorCode":-32502,"description":"unstaked paymaster uses banned opcode: BALANCE"},"msg":"ERC7562Parser(violationDetected)"}
bundler-1         | 2025-06-03T07:50:32.885033644Z {"level":"DEBUG","time":1748937032884,"pid":1,"hostname":"5193f7b95676","status":"invalid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:50:32.885040005Z {"level":"ERROR","time":1748937032884,"pid":1,"hostname":"5193f7b95676","error":"unstaked paymaster uses banned opcode: BALANCE","msg":"<--- Error handling method requestId(912)"}
bundler-1         | 2025-06-03T07:50:32.888292902Z {"level":"DEBUG","time":1748937032888,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(913)"}
bundler-1         | 2025-06-03T07:50:32.888581507Z {"level":"DEBUG","time":1748937032888,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(913)"}
bundler-1         | 2025-06-03T07:50:33.050121700Z {"level":"DEBUG","time":1748937033049,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(914)"}
bundler-1         | 2025-06-03T07:50:33.052087573Z {"level":"DEBUG","time":1748937033050,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:50:33.052100467Z {"level":"DEBUG","time":1748937033050,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:50:33.052105456Z {"level":"DEBUG","time":1748937033050,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:50:33.052110555Z {"level":"DEBUG","time":1748937033050,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:50:33.082302006Z {"level":"DEBUG","time":1748937033082,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:50:33.084447999Z {"level":"ERROR","time":1748937033084,"pid":1,"hostname":"5193f7b95676","violation":{"rule":"OP-011","depth":1,"entity":"paymaster","address":"0x7eeacd5f2d8abe5e733120177877583f7d0297b3","delegatecallStorageAddress":"0x7eeacd5f2d8abe5e733120177877583f7d0297b3","callFrameType":"CALL","opcode":"ORIGIN","value":"0","errorCode":-32502,"description":"paymaster uses banned opcode: ORIGIN"},"msg":"ERC7562Parser(violationDetected)"}
bundler-1         | 2025-06-03T07:50:33.084460894Z {"level":"DEBUG","time":1748937033084,"pid":1,"hostname":"5193f7b95676","status":"invalid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:50:33.084466264Z {"level":"ERROR","time":1748937033084,"pid":1,"hostname":"5193f7b95676","error":"paymaster uses banned opcode: ORIGIN","msg":"<--- Error handling method requestId(914)"}
bundler-1         | 2025-06-03T07:50:33.087528217Z {"level":"DEBUG","time":1748937033087,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(915)"}
bundler-1         | 2025-06-03T07:50:33.087844145Z {"level":"DEBUG","time":1748937033087,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(915)"}
bundler-1         | 2025-06-03T07:50:33.249462785Z {"level":"DEBUG","time":1748937033249,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(916)"}
bundler-1         | 2025-06-03T07:50:33.251148679Z {"level":"DEBUG","time":1748937033249,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:50:33.251158237Z {"level":"DEBUG","time":1748937033250,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:50:33.251161624Z {"level":"DEBUG","time":1748937033250,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:50:33.251164128Z {"level":"DEBUG","time":1748937033250,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:50:33.284762388Z {"level":"DEBUG","time":1748937033284,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:50:33.291748092Z {"level":"ERROR","time":1748937033291,"pid":1,"hostname":"5193f7b95676","violation":{"rule":"OP-011","depth":2,"entity":"paymaster","address":"0xd11959d8e0581513ff3c9403e9f9d3dd14ec1c24","delegatecallStorageAddress":"0xd11959d8e0581513ff3c9403e9f9d3dd14ec1c24","callFrameType":"CALL","opcode":"ORIGIN","value":"0","errorCode":-32502,"description":"paymaster uses banned opcode: ORIGIN"},"msg":"ERC7562Parser(violationDetected)"}
bundler-1         | 2025-06-03T07:50:33.291763361Z {"level":"DEBUG","time":1748937033291,"pid":1,"hostname":"5193f7b95676","status":"invalid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:50:33.291768230Z {"level":"ERROR","time":1748937033291,"pid":1,"hostname":"5193f7b95676","error":"paymaster uses banned opcode: ORIGIN","msg":"<--- Error handling method requestId(916)"}
bundler-1         | 2025-06-03T07:50:33.295029416Z {"level":"DEBUG","time":1748937033294,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(917)"}
bundler-1         | 2025-06-03T07:50:33.295327295Z {"level":"DEBUG","time":1748937033295,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(917)"}
bundler-1         | 2025-06-03T07:50:33.455201109Z {"level":"DEBUG","time":1748937033455,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(918)"}
bundler-1         | 2025-06-03T07:50:33.457007760Z {"level":"DEBUG","time":1748937033455,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:50:33.457018299Z {"level":"DEBUG","time":1748937033455,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:50:33.457033718Z {"level":"DEBUG","time":1748937033455,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:50:33.457036493Z {"level":"DEBUG","time":1748937033455,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:50:33.489842092Z {"level":"DEBUG","time":1748937033489,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:50:33.494235308Z {"level":"ERROR","time":1748937033493,"pid":1,"hostname":"5193f7b95676","violation":{"rule":"OP-011","depth":2,"entity":"paymaster","address":"0x51d7adb4f33ed103b6219bb58be3ee4d6fe95595","delegatecallStorageAddress":"0xa22f745a53abc4938f447384fdc9fc45e7ef13ca","callFrameType":"DELEGATECALL","opcode":"ORIGIN","value":"0","errorCode":-32502,"description":"paymaster uses banned opcode: ORIGIN"},"msg":"ERC7562Parser(violationDetected)"}
bundler-1         | 2025-06-03T07:50:33.494249945Z {"level":"DEBUG","time":1748937033493,"pid":1,"hostname":"5193f7b95676","status":"invalid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:50:33.494254163Z {"level":"ERROR","time":1748937033493,"pid":1,"hostname":"5193f7b95676","error":"paymaster uses banned opcode: ORIGIN","msg":"<--- Error handling method requestId(918)"}
bundler-1         | 2025-06-03T07:50:33.497282973Z {"level":"DEBUG","time":1748937033497,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(919)"}
bundler-1         | 2025-06-03T07:50:33.497596715Z {"level":"DEBUG","time":1748937033497,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(919)"}
bundler-1         | 2025-06-03T07:50:33.659323291Z {"level":"DEBUG","time":1748937033659,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(920)"}
bundler-1         | 2025-06-03T07:50:33.661041587Z {"level":"DEBUG","time":1748937033659,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:50:33.661051064Z {"level":"DEBUG","time":1748937033659,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:50:33.661054420Z {"level":"DEBUG","time":1748937033659,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:50:33.661057105Z {"level":"DEBUG","time":1748937033659,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:50:33.691264688Z {"level":"DEBUG","time":1748937033691,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:50:33.693357246Z {"level":"ERROR","time":1748937033692,"pid":1,"hostname":"5193f7b95676","violation":{"rule":"OP-011","depth":1,"entity":"paymaster","address":"0xc27d58408fb05c7bc37dad2571bc809092847ac8","delegatecallStorageAddress":"0xc27d58408fb05c7bc37dad2571bc809092847ac8","callFrameType":"CALL","opcode":"BLOCKHASH","value":"0","errorCode":-32502,"description":"paymaster uses banned opcode: BLOCKHASH"},"msg":"ERC7562Parser(violationDetected)"}
bundler-1         | 2025-06-03T07:50:33.693373457Z {"level":"DEBUG","time":1748937033693,"pid":1,"hostname":"5193f7b95676","status":"invalid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:50:33.693386230Z {"level":"ERROR","time":1748937033693,"pid":1,"hostname":"5193f7b95676","error":"paymaster uses banned opcode: BLOCKHASH","msg":"<--- Error handling method requestId(920)"}
bundler-1         | 2025-06-03T07:50:33.696124664Z {"level":"DEBUG","time":1748937033696,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(921)"}
bundler-1         | 2025-06-03T07:50:33.696423460Z {"level":"DEBUG","time":1748937033696,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(921)"}
bundler-1         | 2025-06-03T07:50:33.855457369Z {"level":"DEBUG","time":1748937033855,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(922)"}
bundler-1         | 2025-06-03T07:50:33.857258948Z {"level":"DEBUG","time":1748937033855,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:50:33.857268777Z {"level":"DEBUG","time":1748937033856,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:50:33.857272193Z {"level":"DEBUG","time":1748937033856,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:50:33.857274708Z {"level":"DEBUG","time":1748937033856,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:50:33.889881716Z {"level":"DEBUG","time":1748937033889,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
bundler-1         | 2025-06-03T07:50:33.895036955Z {"level":"ERROR","time":1748937033894,"pid":1,"hostname":"5193f7b95676","violation":{"rule":"OP-011","depth":2,"entity":"paymaster","address":"0xd2bbd162d44ced3c05edc84e3d8bcdf92fdc571f","delegatecallStorageAddress":"0xd2bbd162d44ced3c05edc84e3d8bcdf92fdc571f","callFrameType":"CALL","opcode":"BLOCKHASH","value":"0","errorCode":-32502,"description":"paymaster uses banned opcode: BLOCKHASH"},"msg":"ERC7562Parser(violationDetected)"}
bundler-1         | 2025-06-03T07:50:33.895052624Z {"level":"DEBUG","time":1748937033894,"pid":1,"hostname":"5193f7b95676","status":"invalid","msg":"UserOperation validation result"}
bundler-1         | 2025-06-03T07:50:33.895057673Z {"level":"ERROR","time":1748937033894,"pid":1,"hostname":"5193f7b95676","error":"paymaster uses banned opcode: BLOCKHASH","msg":"<--- Error handling method requestId(922)"}
bundler-1         | 2025-06-03T07:50:33.897985003Z {"level":"DEBUG","time":1748937033897,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for debug_bundler_clearState with requestId(923)"}
bundler-1         | 2025-06-03T07:50:33.898278993Z {"level":"DEBUG","time":1748937033898,"pid":1,"hostname":"5193f7b95676","msg":"<--- Successfully handled method requestId(923)"}
bundler-1         | 2025-06-03T07:50:34.060033195Z {"level":"DEBUG","time":1748937034059,"pid":1,"hostname":"5193f7b95676","msg":"---> Handling valid request for eth_sendUserOperation with requestId(924)"}
bundler-1         | 2025-06-03T07:50:34.061850766Z {"level":"DEBUG","time":1748937034059,"pid":1,"hostname":"5193f7b95676","msg":"Validating input parameters for UserOperation"}
bundler-1         | 2025-06-03T07:50:34.061869551Z {"level":"DEBUG","time":1748937034060,"pid":1,"hostname":"5193f7b95676","msg":"Input parameters for UserOperation are valid"}
bundler-1         | 2025-06-03T07:50:34.061872987Z {"level":"DEBUG","time":1748937034060,"pid":1,"hostname":"5193f7b95676","msg":"Validating UserOperation"}
bundler-1         | 2025-06-03T07:50:34.061875672Z {"level":"DEBUG","time":1748937034060,"pid":1,"hostname":"5193f7b95676","msg":"Running full validation with storage/opcode checks on userOp"}
bundler-1         | 2025-06-03T07:50:34.094788712Z {"level":"DEBUG","time":1748937034094,"pid":1,"hostname":"5193f7b95676","msg":"Running erc7562TracerResultParser on full validation results"}
