Attaching to bundler-test-executor_bundler-waiter_1, bundler-test-executor_bundler_1, bundler-test-executor_deployer_1, bundler-test-executor_funder_1, geth-1.14
[33mbundler_1         |[0m 2024-07-22T01:09:49.018304515Z (node:1) ExperimentalWarning: Importing JSON modules is an experimental feature and might change at any time
[33mbundler_1         |[0m 2024-07-22T01:09:54.857295305Z {"level":"DEBUG","time":1721610594857,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:54.885887334Z {"level":"DEBUG","time":1721610594885,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:54.889827902Z {"level":"DEBUG","time":1721610594885,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:09:54.889851265Z {"level":"DEBUG","time":1721610594886,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:09:54.889875440Z {"level":"DEBUG","time":1721610594886,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.036061699Z {"level":"DEBUG","time":1721610595035,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.040393099Z {"level":"DEBUG","time":1721610595040,"pid":1,"hostname":"cb713ad26136","sender":"0x84b7cf13248aBf93f69De285fB83A290E5681067","nonce":"0x0","userOpHash":"0x3635f704b27a8900ef21a25da86198b1544c3fcd75ad376762cc08bd4477edcc","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.045298485Z {"level":"DEBUG","time":1721610595045,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.046029709Z {"level":"DEBUG","time":1721610595045,"pid":1,"hostname":"cb713ad26136","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.046046149Z {"level":"DEBUG","time":1721610595045,"pid":1,"hostname":"cb713ad26136","msg":"Mempool size: 1"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.046051810Z {"level":"DEBUG","time":1721610595045,"pid":1,"hostname":"cb713ad26136","entryCount":{"0x84b7cf13248abf93f69de285fb83a290e5681067":1},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.046056779Z {"level":"DEBUG","time":1721610595045,"pid":1,"hostname":"cb713ad26136","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.048511984Z {"level":"DEBUG","time":1721610595048,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.051854338Z {"level":"DEBUG","time":1721610595048,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.051867883Z {"level":"DEBUG","time":1721610595048,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.051874265Z {"level":"DEBUG","time":1721610595049,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.194273152Z {"level":"DEBUG","time":1721610595194,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.198142499Z {"level":"DEBUG","time":1721610595197,"pid":1,"hostname":"cb713ad26136","sender":"0x84b7cf13248aBf93f69De285fB83A290E5681067","nonce":"0x0","userOpHash":"0x4e2b33e308a77331f89708080d38825c448a57438671994aae6c85d8f41fa737","status":"pending","msg":"replace userOp in mempool"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.198814956Z {"level":"DEBUG","time":1721610595198,"pid":1,"hostname":"cb713ad26136","sender":"0x84b7cf13248aBf93f69De285fB83A290E5681067","nonce":"0x0","userOpHash":"0x4e2b33e308a77331f89708080d38825c448a57438671994aae6c85d8f41fa737","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.202389385Z {"level":"DEBUG","time":1721610595202,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.202908847Z {"level":"DEBUG","time":1721610595202,"pid":1,"hostname":"cb713ad26136","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.202923534Z {"level":"DEBUG","time":1721610595202,"pid":1,"hostname":"cb713ad26136","msg":"Mempool size: 1"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.202932200Z {"level":"DEBUG","time":1721610595202,"pid":1,"hostname":"cb713ad26136","entryCount":{"0x84b7cf13248abf93f69de285fb83a290e5681067":1},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.202940666Z {"level":"DEBUG","time":1721610595202,"pid":1,"hostname":"cb713ad26136","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.207581419Z {"level":"DEBUG","time":1721610595207,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.232890118Z {"level":"DEBUG","time":1721610595232,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.236717437Z {"level":"DEBUG","time":1721610595232,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.236732796Z {"level":"DEBUG","time":1721610595233,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.236740540Z {"level":"DEBUG","time":1721610595233,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.380057379Z {"level":"DEBUG","time":1721610595379,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.384365935Z {"level":"DEBUG","time":1721610595384,"pid":1,"hostname":"cb713ad26136","sender":"0x1681E93390bfBAe4B07ee3af70E6d81C1FBcFd73","nonce":"0x0","userOpHash":"0x1baadf86bff69be5c56c199a5245b96c4e6e0ffae1b242239463c659fb588138","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.389005295Z {"level":"DEBUG","time":1721610595388,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.389497754Z {"level":"DEBUG","time":1721610595388,"pid":1,"hostname":"cb713ad26136","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.389514476Z {"level":"DEBUG","time":1721610595388,"pid":1,"hostname":"cb713ad26136","msg":"Mempool size: 1"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.389535294Z {"level":"DEBUG","time":1721610595388,"pid":1,"hostname":"cb713ad26136","entryCount":{"0x1681e93390bfbae4b07ee3af70e6d81c1fbcfd73":1},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.389543910Z {"level":"DEBUG","time":1721610595388,"pid":1,"hostname":"cb713ad26136","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.392520472Z {"level":"DEBUG","time":1721610595392,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.396734560Z {"level":"DEBUG","time":1721610595392,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.396753705Z {"level":"DEBUG","time":1721610595392,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.396761590Z {"level":"DEBUG","time":1721610595393,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.547792050Z {"level":"DEBUG","time":1721610595547,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.551895371Z {"level":"DEBUG","time":1721610595551,"pid":1,"hostname":"cb713ad26136","sender":"0x1681E93390bfBAe4B07ee3af70E6d81C1FBcFd73","nonce":"0x0","userOpHash":"0x2c04ee581a29a8006c0972d5318c5810f738f505ced439e76a82f8223e0d5044","status":"pending","msg":"replace userOp in mempool"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.552482954Z {"level":"DEBUG","time":1721610595551,"pid":1,"hostname":"cb713ad26136","sender":"0x1681E93390bfBAe4B07ee3af70E6d81C1FBcFd73","nonce":"0x0","userOpHash":"0x2c04ee581a29a8006c0972d5318c5810f738f505ced439e76a82f8223e0d5044","status":"pending","msg":"added userOp to mempool"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.555970471Z {"level":"DEBUG","time":1721610595555,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.556456743Z {"level":"DEBUG","time":1721610595555,"pid":1,"hostname":"cb713ad26136","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.556474787Z {"level":"DEBUG","time":1721610595555,"pid":1,"hostname":"cb713ad26136","msg":"Mempool size: 1"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.556482842Z {"level":"DEBUG","time":1721610595555,"pid":1,"hostname":"cb713ad26136","entryCount":{"0x1681e93390bfbae4b07ee3af70e6d81c1fbcfd73":1},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.556510002Z {"level":"DEBUG","time":1721610595555,"pid":1,"hostname":"cb713ad26136","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.568376831Z {"level":"DEBUG","time":1721610595568,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.571175823Z {"level":"DEBUG","time":1721610595571,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_setBundlingMode","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:55.571898576Z {"level":"INFO","time":1721610595571,"pid":1,"hostname":"cb713ad26136","mode":"manual","msg":"Set bundling mode"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.089190714Z {"level":"DEBUG","time":1721610596088,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.089838780Z {"level":"DEBUG","time":1721610596089,"pid":1,"hostname":"cb713ad26136","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.089854619Z {"level":"DEBUG","time":1721610596089,"pid":1,"hostname":"cb713ad26136","msg":"Mempool size: 0"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.089859999Z {"level":"DEBUG","time":1721610596089,"pid":1,"hostname":"cb713ad26136","entryCount":{},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.089864327Z {"level":"DEBUG","time":1721610596089,"pid":1,"hostname":"cb713ad26136","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.092120706Z {"level":"DEBUG","time":1721610596092,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_setReputation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.094711999Z {"level":"DEBUG","time":1721610596094,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.095156495Z {"level":"DEBUG","time":1721610596094,"pid":1,"hostname":"cb713ad26136","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.095170201Z {"level":"DEBUG","time":1721610596094,"pid":1,"hostname":"cb713ad26136","msg":"Mempool size: 0"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.095175851Z {"level":"DEBUG","time":1721610596094,"pid":1,"hostname":"cb713ad26136","entryCount":{},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.095180369Z {"level":"DEBUG","time":1721610596094,"pid":1,"hostname":"cb713ad26136","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.097438947Z {"level":"DEBUG","time":1721610596097,"pid":1,"hostname":"cb713ad26136","method":"eth_sendUserOperation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.102285868Z {"level":"DEBUG","time":1721610596097,"pid":1,"hostname":"cb713ad26136","msg":"Running checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.102302719Z {"level":"DEBUG","time":1721610596097,"pid":1,"hostname":"cb713ad26136","msg":"Running calcPreVerificationGas on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.102330671Z {"level":"DEBUG","time":1721610596098,"pid":1,"hostname":"cb713ad26136","msg":"Running full validation with storage/opcode checks on userOp"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.488532276Z {"level":"DEBUG","time":1721610596488,"pid":1,"hostname":"cb713ad26136","msg":"UserOp passed validation"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.493440365Z {"level":"ERROR","time":1721610596493,"pid":1,"hostname":"cb713ad26136","error":"account 0x42c38D5538E5C3BEBAC075D02f3E29b713c9cE8F is banned","msg":"Error calling method eth_sendUserOperation"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.498313291Z {"level":"DEBUG","time":1721610596498,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.498742453Z {"level":"DEBUG","time":1721610596498,"pid":1,"hostname":"cb713ad26136","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.498754235Z {"level":"DEBUG","time":1721610596498,"pid":1,"hostname":"cb713ad26136","msg":"Mempool size: 0"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.498759635Z {"level":"DEBUG","time":1721610596498,"pid":1,"hostname":"cb713ad26136","entryCount":{},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.498764173Z {"level":"DEBUG","time":1721610596498,"pid":1,"hostname":"cb713ad26136","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.502740246Z {"level":"DEBUG","time":1721610596502,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_clearState","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.505274075Z {"level":"DEBUG","time":1721610596505,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_setBundlingMode","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.505753971Z {"level":"INFO","time":1721610596505,"pid":1,"hostname":"cb713ad26136","mode":"manual","msg":"Set bundling mode"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.855826245Z {"level":"DEBUG","time":1721610596855,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.856484397Z {"level":"DEBUG","time":1721610596855,"pid":1,"hostname":"cb713ad26136","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.856513702Z {"level":"DEBUG","time":1721610596855,"pid":1,"hostname":"cb713ad26136","msg":"Mempool size: 0"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.856521857Z {"level":"DEBUG","time":1721610596855,"pid":1,"hostname":"cb713ad26136","entryCount":{},"msg":"Mempool entryCount"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.856530092Z {"level":"DEBUG","time":1721610596855,"pid":1,"hostname":"cb713ad26136","msg":"________________________________________________________________________________________"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.858573668Z {"level":"DEBUG","time":1721610596858,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_setReputation","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.860855467Z {"level":"DEBUG","time":1721610596860,"pid":1,"hostname":"cb713ad26136","method":"debug_bundler_dumpMempool","msg":"Handling incoming request"}
[33mbundler_1         |[0m 2024-07-22T01:09:56.861279779Z {"level":"DEBUG","time":1721610596860,"pid":1,"hostname":"cb713ad26136","msg":"_______________________________MEMPOOL DUMP____________________________________________"}
